# Initial guess: [-7.13711867e-04  5.27124702e-01  1.73778234e+02]
# Polynomial degree: 2
#            2
# -0.004715 x + 1.232 x + 143.4
# dam bottom method: grwl_intersection
CumArea,Elevation,Storage,Storage (mil. m3),Elevation_Observed
67.466,205.1155463466977,2322079546.997376,2322.079546997376,206.0
67.5,205.13580998911505,2324177106.920293,2324.1771069202928,
67.75,205.28447256547634,2339621457.4249706,2339.6214574249707,
68.0,205.4325457151569,2355102899.895404,2355.102899895404,
68.25,205.58002943815677,2370621286.974922,2370.621286974922,
68.5,205.72692373447597,2386176471.306855,2386.176471306855,
68.75,205.87322860411447,2401768305.534533,2401.768305534533,
69.0,206.0189440470723,2417396642.3012853,2417.3966423012853,
69.25,206.1640700633494,2433061334.250442,2433.061334250442,
69.5,206.30860665294585,2448762234.025333,2448.762234025333,
69.75,206.45255381586162,2464499194.2692876,2464.4991942692873,
69.915,206.54723605545033,2474905274.9560046,2474.9052749560046,207.0
70.0,206.59591155209665,2480272075.892346,2480.2720758923456,
70.25,206.73867986165104,2496080715.0044184,2496.0807150044184,
70.5,206.88085874452474,2511924972.5155444,2511.924972515544,
70.75,207.02244820071772,2527804701.0690536,2527.8047010690534,
71.0,207.16344823023002,2543719753.308276,2543.7197533082763,
71.25,207.30385883306167,2559669981.8765416,2559.6699818765414,
71.5,207.44368000921258,2575655239.4171796,2575.6552394171795,
71.75,207.58291175868283,2591675378.5735207,2591.6753785735204,
72.0,207.7215540814724,2607730251.988894,2607.730251988894,
72.25,207.85960697758122,2623819712.3066297,2623.8197123066298,
72.31,207.8926519659573,2627686315.719421,2627.6863157194207,208.0
72.5,207.99707044700943,2639943618.8895216,2639.9436188895215,
72.75,208.1339444897569,2656101810.9419713,2656.101810941971,
73.0,208.27022910582372,2672294147.8267727,2672.2941478267726,
73.25,208.40592429520984,2688520482.187256,2688.5204821872558,
73.5,208.54103005791524,2704780666.6667504,2704.78066666675,
73.75,208.67554639393998,2721074553.908586,2721.074553908586,
74.0,208.80947330328402,2737401996.5560927,2737.4019965560924,
74.25,208.94281078594736,2753762847.2526007,2753.7628472526007,
74.5,209.07555884193005,2770156958.6414394,2770.1569586414394,
74.75,209.20771747123203,2786584183.3659387,2786.5841833659383,
74.829,209.2493570397806,2791782051.4076953,2791.7820514076952,209.0
75.0,209.33928667385334,2803044382.031993,2803.044382031993,
75.25,209.47026644979394,2819537391.357803,2819.537391357803,
75.5,209.60065679905384,2836063071.9492626,2836.0630719492624,
75.75,209.73045772163306,2852621276.4497023,2852.6212764497022,
76.0,209.8596692175316,2869211857.502452,2869.211857502452,
76.25,209.98829128674944,2885834667.750841,2885.834667750841,
76.5,210.11632392928664,2902489559.8381996,2902.4895598381995,
76.75,210.24376714514307,2919176386.4078574,2919.176386407857,
77.0,210.37062093431888,2935895000.103144,2935.895000103144,
77.163,210.45301216794374,2946812589.7018294,2946.8125897018294,210.0
77.25,210.49688529681396,2952645261.9260497,2952.6452619260494,
77.5,210.62256023262836,2969427007.8025837,2969.4270078025834,
77.75,210.74764574176208,2986240098.7347364,2986.2400987347364,
78.0,210.8721418242151,3003084387.3658376,3003.0843873658373,
78.25,210.99604847998745,3019959726.3392167,3019.9597263392166,
78.5,211.1193657090791,3036865968.298204,3036.865968298204,
78.75,211.24209351149005,3053802965.886129,3053.8029658861287,
79.0,211.36423188722034,3070770571.7463217,3070.7705717463214,
79.25,211.48578083626995,3087768638.522112,3087.768638522112,
79.444,211.57969665387986,3100980038.422491,3100.980038422491,211.0
79.5,211.60674035863883,3104797025.2603607,3104.7970252603604,
79.75,211.72711045432703,3121855571.797335,3121.855571797335,
80.0,211.84689112333456,3138944137.179897,3138.9441371798966,
80.25,211.9660823656614,3156062574.0513754,3156.062574051375,
80.5,212.08468418130752,3173210735.0551004,3173.2107350551005,
80.75,212.202696570273,3190388472.834402,3190.388472834402,
81.0,212.32011953255775,3207595640.03261,3207.59564003261,
81.25,212.43695306816184,3224832089.2930536,3224.8320892930533,
81.5,212.55319717708522,3242097673.2590632,3242.097673259063,
81.726,212.65777458623515,3257730713.995878,3257.730713995878,212.0
81.75,212.6688518593279,3259392247.771019,3259.392247771019,
82.0,212.78391711488996,3276715659.0781503,3276.71565907815,
82.25,212.89839294377126,3294067763.020837,3294.0677630208365,
82.5,213.01227934597188,3311448412.2424088,3311.4484122424087,
82.75,213.12557632149185,3328857459.3861957,3328.8574593861954,
83.0,213.2382838703311,3346294757.0955276,3346.2947570955275,
83.25,213.35040199248965,3363760158.0137343,3363.7601580137343,
83.5,213.46193068796754,3381253514.7841454,3381.2535147841454,
83.75,213.57286995676475,3398774680.050091,3398.7746800500904,
84.0,213.68321979888125,3416323506.4549003,3416.3235064549003,
84.038,213.6999413693982,3418993342.4252715,3418.9933424252713,213.0
84.25,213.79298021431705,3433899851.3903255,3433.8998513903252,
84.5,213.9021512030722,3451503558.002853,3451.503558002853,
84.75,214.01073276514663,3469134483.684234,3469.134483684234,
85.0,214.11872490054037,3486792481.077799,3486.7924810777986,
85.25,214.22612760925344,3504477402.826877,3504.477402826877,
85.5,214.3329408912858,3522189101.5747986,3522.1891015747983,
85.75,214.4391647466375,3539927429.964893,3539.927429964893,
86.0,214.5447991753085,3557692240.64049,3557.6922406404897,
86.25,214.6498441772988,3575483386.24492,3575.4833862449195,
86.276,214.6607350196989,3577335172.5537577,3577.3351725537577,214.0
86.5,214.7542997526084,3593300722.8543334,3593.3007228543333,
86.75,214.85816590123733,3611144096.246418,3611.144096246418,
87.0,214.96144262318558,3629013362.497325,3629.0133624973246,
87.25,215.06412991845315,3646908374.250384,3646.9083742503835,
87.5,215.16622778704,3664828984.1489244,3664.828984148924,
87.75,215.26773622894618,3682775044.8362765,3682.7750448362763,
88.0,215.36865524417166,3700746408.95577,3700.7464089557698,
88.25,215.46898483271644,3718742929.150735,3718.7429291507347,
88.488,215.56395093403188,3735898856.563435,3735.898856563435,215.0
88.5,215.56872499458058,3736764459.747904,3736.764459747904,
88.75,215.66787572976398,3754810850.023801,3754.810850023801,
89.0,215.7664370382667,3772881954.3051586,3772.8819543051586,
89.25,215.86440892008875,3790977625.2353067,3790.9776252353067,
89.5,215.96179137523012,3809097715.4575753,3809.0977154575753,
89.75,216.0585844036908,3827242077.6152945,3827.2420776152944,
90.0,216.15478800547078,3845410564.351794,3845.4105643517937,
90.25,216.25040218057006,3863603028.310403,3863.603028310403,
90.5,216.34542692898867,3881819322.1344514,3881.8193221344513,
90.75,216.43986225072658,3900059298.46727,3900.05929846727,
90.871,216.48535726682275,3908895912.797793,3908.895912797793,216.0
91.0,216.5337081457838,3918322819.152549,3918.3228191525486,
91.25,216.62696461416033,3936609718.4328957,3936.6097184328955,
91.5,216.71963165585618,3954919858.152002,3954.919858152002,
91.75,216.81170927087135,3973253090.9531965,3973.2530909531965,
92.0,216.9031974592058,3991609269.47981,3991.60926947981,
92.25,216.9940962208596,4009988246.375172,4009.988246375172,
92.5,217.0844055558327,4028389874.282613,4028.3898742826127,
92.75,217.1741254641251,4046814005.8454614,4046.814005845461,
93.0,217.2632559457368,4065260493.707048,4065.2604937070478,
93.25,217.35179700066783,4083729190.5107026,4083.729190510702,
93.493,217.43729400424542,4101701909.4279637,4101.701909427964,217.0
93.5,217.43974862891815,4102219949.9023695,4102.219949902369,
93.75,217.5271108304878,4120732622.520149,4120.732622520149,
94.0,217.61388360537677,4139267062.0099864,4139.267062009986,
94.25,217.70006695358506,4157823121.0152106,4157.823121015211,
94.5,217.78566087511263,4176400652.1791515,4176.400652179152,
94.75,217.8706653699595,4194999508.1451397,4194.99950814514,
95.0,217.95508043812572,4213619541.5565042,4213.619541556504,
95.25,218.03890607961125,4232260605.0565753,4232.2606050565755,
95.5,218.1221422944161,4250922551.2886825,4250.922551288682,
95.75,218.20478908254023,4269605232.896156,4269.605232896156,
96.0,218.28684644398368,4288308502.522325,4288.3085025223245,
96.132,218.32993496081826,4298192088.512909,4298.192088512908,218.0
96.25,218.36831437874645,4307032221.99143,4307.03222199143,
